in s,C1 in V
3.8427034E-02,1.33105E+00
3.8427955E-02,1.33105E+00
3.8428877E-02,1.35059E+00
3.8429798E-02,1.35059E+00
3.8430720E-02,1.36035E+00
3.8431642E-02,1.34082E+00
3.8432563E-02,1.33105E+00
3.8433485E-02,1.34082E+00
3.8434406E-02,1.32129E+00
3.8435328E-02,1.35059E+00
3.8436250E-02,1.33105E+00
3.8437171E-02,1.34082E+00
3.8438093E-02,1.34082E+00
3.8439014E-02,1.36035E+00
3.8439936E-02,1.41895E+00
3.8440858E-02,1.38965E+00
3.8441779E-02,1.41895E+00
3.8442701E-02,1.42871E+00
3.8443622E-02,1.40918E+00
3.8444544E-02,1.38965E+00
3.8445466E-02,1.41895E+00
3.8446387E-02,1.40918E+00
3.8447309E-02,1.40918E+00
3.8448230E-02,1.39941E+00
3.8449152E-02,1.41895E+00
3.8450074E-02,1.42871E+00
3.8450995E-02,1.46777E+00
3.8451917E-02,1.39941E+00
3.8452838E-02,1.44824E+00
3.8453760E-02,1.40918E+00
3.8454682E-02,1.41895E+00
3.8455603E-02,1.42871E+00
3.8456525E-02,1.42871E+00
3.8457446E-02,1.49707E+00
3.8458368E-02,1.42871E+00
3.8459290E-02,1.40918E+00
3.8460211E-02,1.42871E+00
3.8461133E-02,1.38965E+00
3.8462054E-02,1.46777E+00
3.8462976E-02,1.48730E+00
3.8463898E-02,1.48730E+00
3.8464819E-02,1.47754E+00
3.8465741E-02,1.49707E+00
3.8466662E-02,1.51660E+00
3.8467584E-02,1.49707E+00
3.8468506E-02,1.49707E+00
3.8469427E-02,1.51660E+00
3.8470349E-02,1.52637E+00
3.8471270E-02,1.50684E+00
3.8472192E-02,1.53613E+00
3.8473114E-02,1.48730E+00
3.8474035E-02,1.51660E+00
3.8474957E-02,1.53613E+00
3.8475878E-02,1.53613E+00
3.8476800E-02,1.53613E+00
3.8477722E-02,1.54590E+00
3.8478643E-02,1.55566E+00
3.8479565E-02,1.52637E+00
3.8480486E-02,1.54590E+00
3.8481408E-02,1.56543E+00
3.8482330E-02,1.53613E+00
3.8483251E-02,1.54590E+00
3.8484173E-02,1.54590E+00
3.8485094E-02,1.51660E+00
3.8486016E-02,1.55566E+00
3.8486938E-02,1.56543E+00
3.8487859E-02,1.60449E+00
3.8488781E-02,1.58496E+00
3.8489702E-02,1.60449E+00
3.8490624E-02,1.63379E+00
3.8491546E-02,1.60449E+00
3.8492467E-02,1.57520E+00
3.8493389E-02,1.58496E+00
3.8494310E-02,1.58496E+00
3.8495232E-02,1.59473E+00
3.8496154E-02,1.59473E+00
3.8497075E-02,1.61426E+00
3.8497997E-02,1.59473E+00
3.8498918E-02,1.60449E+00
3.8499840E-02,1.63379E+00
3.8500762E-02,1.59473E+00
3.8501683E-02,1.61426E+00
3.8502605E-02,1.63379E+00
3.8503526E-02,1.62402E+00
3.8504448E-02,1.63379E+00
3.8505370E-02,1.62402E+00
3.8506291E-02,1.63379E+00
3.8507213E-02,1.60449E+00
3.8508134E-02,1.64355E+00
3.8509056E-02,1.64355E+00
3.8509978E-02,1.67285E+00
3.8510899E-02,1.65332E+00
3.8511821E-02,1.69238E+00
3.8512742E-02,1.68262E+00
3.8513664E-02,1.67285E+00
3.8514586E-02,1.68262E+00
3.8515507E-02,1.65332E+00
3.8516429E-02,1.67285E+00
3.8517350E-02,1.68262E+00
3.8518272E-02,1.69238E+00
3.8519194E-02,1.68262E+00
3.8520115E-02,1.68262E+00
3.8521037E-02,1.69238E+00
3.8521958E-02,1.70215E+00
3.8522880E-02,1.71191E+00
3.8523802E-02,1.72168E+00
3.8524723E-02,1.68262E+00
3.8525645E-02,1.72168E+00
3.8526566E-02,1.71191E+00
3.8527488E-02,1.74121E+00
3.8528410E-02,1.75098E+00
3.8529331E-02,1.74121E+00
3.8530253E-02,1.72168E+00
3.8531174E-02,1.73145E+00
3.8532096E-02,1.72168E+00
3.8533018E-02,1.74121E+00
3.8533939E-02,1.75098E+00
3.8534861E-02,1.76074E+00
3.8535782E-02,1.77051E+00
3.8536704E-02,1.76074E+00
3.8537626E-02,1.76074E+00
3.8538547E-02,1.77051E+00
3.8539469E-02,1.73145E+00
3.8540390E-02,1.79004E+00
3.8541312E-02,1.76074E+00
3.8542234E-02,1.79980E+00
3.8543155E-02,1.78027E+00
3.8544077E-02,1.75098E+00
3.8544998E-02,1.78027E+00
3.8545920E-02,1.78027E+00
3.8546842E-02,1.79004E+00
3.8547763E-02,1.81934E+00
3.8548685E-02,1.79004E+00
3.8549606E-02,1.79004E+00
3.8550528E-02,1.82910E+00
3.8551450E-02,1.82910E+00
3.8552371E-02,1.81934E+00
3.8553293E-02,1.81934E+00
3.8554214E-02,1.81934E+00
3.8555136E-02,1.79980E+00
3.8556058E-02,1.81934E+00
3.8556979E-02,1.80957E+00
3.8557901E-02,1.84863E+00
3.8558822E-02,1.81934E+00
3.8559744E-02,1.85840E+00
3.8560666E-02,1.85840E+00
3.8561587E-02,1.87793E+00
3.8562509E-02,1.88770E+00
3.8563430E-02,1.84863E+00
3.8564352E-02,1.86816E+00
3.8565274E-02,1.86816E+00
3.8566195E-02,1.83887E+00
3.8567117E-02,1.88770E+00
3.8568038E-02,1.88770E+00
3.8568960E-02,1.87793E+00
3.8569882E-02,1.85840E+00
3.8570803E-02,1.89746E+00
3.8571725E-02,1.90723E+00
3.8572646E-02,1.86816E+00
3.8573568E-02,1.90723E+00
3.8574490E-02,1.90723E+00
3.8575411E-02,1.88770E+00
3.8576333E-02,1.92676E+00
3.8577254E-02,1.87793E+00
3.8578176E-02,2.01465E+00
3.8579098E-02,1.89746E+00
3.8580019E-02,1.91699E+00
3.8580941E-02,1.92676E+00
3.8581862E-02,1.93652E+00
3.8582784E-02,1.92676E+00
3.8583706E-02,1.94629E+00
3.8584627E-02,1.95605E+00
3.8585549E-02,1.96582E+00
3.8586470E-02,1.93652E+00
3.8587392E-02,1.96582E+00
3.8588314E-02,1.94629E+00
3.8589235E-02,1.93652E+00
3.8590157E-02,1.95605E+00
3.8591078E-02,1.94629E+00
3.8592000E-02,1.99512E+00
3.8592922E-02,1.92676E+00
3.8593843E-02,1.96582E+00
3.8594765E-02,1.99512E+00
3.8595686E-02,1.95605E+00
3.8596608E-02,2.00488E+00
3.8597530E-02,1.96582E+00
3.8598451E-02,2.02441E+00
3.8599373E-02,1.96582E+00
3.8600294E-02,1.99512E+00
3.8601216E-02,1.98535E+00
3.8602138E-02,1.99512E+00
3.8603059E-02,1.99512E+00
3.8603981E-02,2.02441E+00
3.8604902E-02,2.01465E+00
3.8605824E-02,1.99512E+00
3.8606746E-02,2.00488E+00
3.8607667E-02,2.04395E+00
3.8608589E-02,2.04395E+00
3.8609510E-02,2.03418E+00
3.8610432E-02,2.05371E+00
3.8611354E-02,2.04395E+00
3.8612275E-02,2.07324E+00
3.8613197E-02,2.06348E+00
3.8614118E-02,2.08301E+00
3.8615040E-02,2.06348E+00
3.8615962E-02,2.03418E+00
3.8616883E-02,2.07324E+00
3.8617805E-02,2.04395E+00
3.8618726E-02,2.04395E+00
3.8619648E-02,2.06348E+00
3.8620570E-02,2.07324E+00
3.8621491E-02,2.07324E+00
3.8622413E-02,2.08301E+00
3.8623334E-02,2.08301E+00
3.8624256E-02,2.13184E+00
3.8625178E-02,2.11230E+00
3.8626099E-02,2.13184E+00
3.8627021E-02,2.08301E+00
3.8627942E-02,2.10254E+00
3.8628864E-02,2.09277E+00
3.8629786E-02,2.10254E+00
3.8630707E-02,2.09277E+00
3.8631629E-02,2.11230E+00
3.8632550E-02,2.13184E+00
3.8633472E-02,2.11230E+00
3.8634394E-02,2.13184E+00
3.8635315E-02,2.14160E+00
3.8636237E-02,2.14160E+00
3.8637158E-02,2.14160E+00
3.8638080E-02,2.19043E+00
3.8639002E-02,2.12207E+00
3.8639923E-02,2.14160E+00
3.8640845E-02,2.14160E+00
3.8641766E-02,2.14160E+00
3.8642688E-02,2.18066E+00
3.8643610E-02,2.14160E+00
3.8644531E-02,2.16113E+00
3.8645453E-02,2.14160E+00
3.8646374E-02,2.15137E+00
3.8647296E-02,2.20020E+00
3.8648218E-02,2.19043E+00
3.8649139E-02,2.14160E+00
3.8650061E-02,2.19043E+00
3.8650982E-02,2.19043E+00
3.8651904E-02,2.18066E+00
3.8652826E-02,2.18066E+00
3.8653747E-02,2.20996E+00
3.8654669E-02,2.20996E+00
3.8655590E-02,2.19043E+00
3.8656512E-02,2.20020E+00
3.8657434E-02,2.22949E+00
3.8658355E-02,2.23926E+00
3.8659277E-02,2.21973E+00
3.8660198E-02,2.24902E+00
3.8661120E-02,2.21973E+00
3.8662042E-02,2.23926E+00
3.8662963E-02,2.27832E+00
3.8663885E-02,2.25879E+00
3.8664806E-02,2.22949E+00
3.8665728E-02,2.24902E+00
3.8666650E-02,2.21973E+00
3.8667571E-02,2.26855E+00
3.8668493E-02,2.24902E+00
3.8669414E-02,2.23926E+00
3.8670336E-02,2.25879E+00
3.8671258E-02,2.24902E+00
3.8672179E-02,2.26855E+00
3.8673101E-02,2.24902E+00
3.8674022E-02,2.25879E+00
3.8674944E-02,2.26855E+00
3.8675866E-02,2.28809E+00
3.8676787E-02,2.28809E+00
3.8677709E-02,2.28809E+00
3.8678630E-02,2.30762E+00
3.8679552E-02,2.27832E+00
3.8680474E-02,2.33691E+00
3.8681395E-02,2.27832E+00
3.8682317E-02,2.27832E+00
3.8683238E-02,2.27832E+00
3.8684160E-02,2.32715E+00
3.8685082E-02,2.30762E+00
3.8686003E-02,2.31738E+00
3.8686925E-02,2.33691E+00
3.8687846E-02,2.35645E+00
3.8688768E-02,2.34668E+00
3.8689690E-02,2.32715E+00
3.8690611E-02,2.35645E+00
3.8691533E-02,2.33691E+00
3.8692454E-02,2.33691E+00
3.8693376E-02,2.34668E+00
3.8694298E-02,2.37598E+00
3.8695219E-02,2.34668E+00
3.8696141E-02,2.38574E+00
3.8697062E-02,2.37598E+00
3.8697984E-02,2.33691E+00
3.8698906E-02,2.39551E+00
3.8699827E-02,2.35645E+00
3.8700749E-02,2.35645E+00
3.8701670E-02,2.35645E+00
3.8702592E-02,2.33691E+00
3.8703514E-02,2.35645E+00
3.8704435E-02,2.38574E+00
3.8705357E-02,2.38574E+00
3.8706278E-02,2.41504E+00
3.8707200E-02,2.34668E+00
3.8708122E-02,2.37598E+00
3.8709043E-02,2.37598E+00
3.8709965E-02,2.40527E+00
3.8710886E-02,2.42480E+00
3.8711808E-02,2.38574E+00
3.8712730E-02,2.39551E+00
3.8713651E-02,2.43457E+00
3.8714573E-02,2.44434E+00
3.8715494E-02,2.45410E+00
3.8716416E-02,2.42480E+00
3.8717338E-02,2.43457E+00
3.8718259E-02,2.46387E+00
3.8719181E-02,2.44434E+00
3.8720102E-02,2.45410E+00
3.8721024E-02,2.45410E+00
3.8721946E-02,2.47363E+00
3.8722867E-02,2.43457E+00
3.8723789E-02,2.45410E+00
3.8724710E-02,2.45410E+00
3.8725632E-02,2.44434E+00
3.8726554E-02,2.45410E+00
3.8727475E-02,2.46387E+00
3.8728397E-02,2.49316E+00
3.8729318E-02,2.47363E+00
3.8730240E-02,2.53223E+00
3.8731162E-02,2.50293E+00
3.8732083E-02,2.48340E+00
3.8733005E-02,2.49316E+00
3.8733926E-02,2.49316E+00
3.8734848E-02,2.46387E+00
3.8735770E-02,2.47363E+00
3.8736691E-02,2.49316E+00
3.8737613E-02,2.52246E+00
3.8738534E-02,2.51270E+00
3.8739456E-02,2.57129E+00
3.8740378E-02,2.51270E+00
3.8741299E-02,2.54199E+00
3.8742221E-02,2.51270E+00
3.8743142E-02,2.52246E+00
3.8744064E-02,2.52246E+00
3.8744986E-02,2.57129E+00
3.8745907E-02,2.52246E+00
3.8746829E-02,2.54199E+00
3.8747750E-02,2.55176E+00
3.8748672E-02,2.56152E+00
3.8749594E-02,2.51270E+00
3.8750515E-02,2.57129E+00
3.8751437E-02,2.59082E+00
3.8752358E-02,2.54199E+00
3.8753280E-02,2.56152E+00
3.8754202E-02,2.58105E+00
3.8755123E-02,2.60059E+00
3.8756045E-02,2.60059E+00
3.8756966E-02,2.57129E+00
3.8757888E-02,2.61035E+00
3.8758810E-02,2.62012E+00
3.8759731E-02,2.59082E+00
3.8760653E-02,2.54199E+00
3.8761574E-02,2.56152E+00
3.8762496E-02,2.57129E+00
3.8763418E-02,2.62012E+00
3.8764339E-02,2.62988E+00
3.8765261E-02,2.61035E+00
3.8766182E-02,2.62988E+00
3.8767104E-02,2.62012E+00
3.8768026E-02,2.62988E+00
3.8768947E-02,2.63965E+00
3.8769869E-02,2.62012E+00
3.8770790E-02,2.66895E+00
3.8771712E-02,2.61035E+00
3.8772634E-02,2.69824E+00
3.8773555E-02,2.64941E+00
3.8774477E-02,2.63965E+00
3.8775398E-02,2.65918E+00
3.8776320E-02,2.62988E+00
3.8777242E-02,2.68848E+00
3.8778163E-02,2.66895E+00
3.8779085E-02,2.67871E+00
3.8780006E-02,2.68848E+00
3.8780928E-02,2.67871E+00
3.8781850E-02,2.69824E+00
3.8782771E-02,2.67871E+00
3.8783693E-02,2.71777E+00
3.8784614E-02,2.66895E+00
3.8785536E-02,2.68848E+00
3.8786458E-02,2.63965E+00
3.8787379E-02,2.65918E+00
3.8788301E-02,2.69824E+00
3.8789222E-02,2.69824E+00
3.8790144E-02,2.72754E+00
3.8791066E-02,2.73730E+00
3.8791987E-02,2.72754E+00
3.8792909E-02,2.73730E+00
3.8793830E-02,2.72754E+00
3.8794752E-02,2.74707E+00
3.8795674E-02,2.71777E+00
3.8796595E-02,2.71777E+00
3.8797517E-02,2.73730E+00
3.8798438E-02,2.73730E+00
3.8799360E-02,2.77637E+00
3.8800282E-02,2.76660E+00
3.8801203E-02,2.72754E+00
3.8802125E-02,2.75684E+00
3.8803046E-02,2.73730E+00
3.8803968E-02,2.78613E+00
3.8804890E-02,2.75684E+00
3.8805811E-02,2.77637E+00
3.8806733E-02,2.76660E+00
3.8807654E-02,2.79590E+00
3.8808576E-02,2.78613E+00
3.8809498E-02,2.79590E+00
3.8810419E-02,2.78613E+00
3.8811341E-02,2.80566E+00
3.8812262E-02,2.75684E+00
3.8813184E-02,2.77637E+00
3.8814106E-02,2.80566E+00
3.8815027E-02,2.79590E+00
3.8815949E-02,2.77637E+00
3.8816870E-02,2.77637E+00
3.8817792E-02,2.81543E+00
3.8818714E-02,2.82520E+00
3.8819635E-02,2.82520E+00
3.8820557E-02,2.82520E+00
3.8821478E-02,2.83496E+00
3.8822400E-02,2.82520E+00
3.8823322E-02,2.82520E+00
3.8824243E-02,2.83496E+00
3.8825165E-02,2.82520E+00
3.8826086E-02,2.82520E+00
3.8827008E-02,2.84473E+00
3.8827930E-02,2.85449E+00
3.8828851E-02,2.84473E+00
3.8829773E-02,2.85449E+00
3.8830694E-02,2.88379E+00
3.8831616E-02,2.85449E+00
3.8832538E-02,2.86426E+00
3.8833459E-02,2.88379E+00
3.8834381E-02,2.85449E+00
3.8835302E-02,2.87402E+00
3.8836224E-02,2.86426E+00
3.8837146E-02,2.88379E+00
3.8838067E-02,2.90332E+00
3.8838989E-02,2.89355E+00
3.8839910E-02,2.89355E+00
3.8840832E-02,2.91309E+00
3.8841754E-02,2.87402E+00
3.8842675E-02,2.86426E+00
3.8843597E-02,2.89355E+00
3.8844518E-02,2.94238E+00
3.8845440E-02,2.94238E+00
3.8846362E-02,2.95215E+00
3.8847283E-02,2.95215E+00
3.8848205E-02,2.94238E+00
3.8849126E-02,2.93262E+00
3.8850048E-02,2.96191E+00
3.8850970E-02,2.91309E+00
3.8851891E-02,2.95215E+00
3.8852813E-02,2.92285E+00
3.8853734E-02,2.95215E+00
3.8854656E-02,2.96191E+00
3.8855578E-02,2.94238E+00
3.8856499E-02,2.93262E+00
3.8857421E-02,2.93262E+00
3.8858342E-02,2.95215E+00
3.8859264E-02,2.96191E+00
3.8860186E-02,2.95215E+00
3.8861107E-02,2.96191E+00
3.8862029E-02,3.00098E+00
3.8862950E-02,2.98145E+00
3.8863872E-02,3.01074E+00
3.8864794E-02,2.99121E+00
3.8865715E-02,2.96191E+00
3.8866637E-02,2.99121E+00
3.8867558E-02,2.98145E+00
3.8868480E-02,3.16699E+00
3.8869402E-02,3.00098E+00
3.8870323E-02,2.97168E+00
3.8871245E-02,3.02051E+00
3.8872166E-02,3.00098E+00
3.8873088E-02,3.04980E+00
3.8874010E-02,3.02051E+00
3.8874931E-02,3.03027E+00
3.8875853E-02,3.02051E+00
3.8876774E-02,3.00098E+00
3.8877696E-02,3.03027E+00
3.8878618E-02,3.00098E+00
3.8879539E-02,3.04004E+00
3.8880461E-02,3.06934E+00
3.8881382E-02,3.05957E+00
3.8882304E-02,3.04980E+00
3.8883226E-02,3.05957E+00
3.8884147E-02,3.06934E+00
3.8885069E-02,3.05957E+00
3.8885990E-02,3.04980E+00
3.8886912E-02,3.06934E+00
3.8887834E-02,3.06934E+00
3.8888755E-02,3.09863E+00
3.8889677E-02,3.07910E+00
3.8890598E-02,3.08887E+00
3.8891520E-02,3.07910E+00
3.8892442E-02,3.06934E+00
3.8893363E-02,3.08887E+00
3.8894285E-02,3.10840E+00
3.8895206E-02,3.09863E+00
3.8896128E-02,3.13770E+00
3.8897050E-02,3.09863E+00
3.8897971E-02,3.08887E+00
3.8898893E-02,3.05957E+00
3.8899814E-02,3.05957E+00
3.8900736E-02,3.08887E+00
3.8901658E-02,3.12793E+00
3.8902579E-02,3.12793E+00
3.8903501E-02,3.13770E+00
3.8904422E-02,3.16699E+00
3.8905344E-02,3.10840E+00
3.8906266E-02,3.16699E+00
3.8907187E-02,3.11816E+00
3.8908109E-02,3.12793E+00
3.8909030E-02,3.12793E+00
3.8909952E-02,3.12793E+00
3.8910874E-02,3.11816E+00
3.8911795E-02,3.15723E+00
3.8912717E-02,3.14746E+00
3.8913638E-02,3.17676E+00
3.8914560E-02,3.13770E+00
3.8915482E-02,3.15723E+00
3.8916403E-02,3.15723E+00
3.8917325E-02,3.17676E+00
3.8918246E-02,3.16699E+00
3.8919168E-02,3.16699E+00
3.8920090E-02,3.18652E+00
3.8921011E-02,3.14746E+00
3.8921933E-02,3.21582E+00
3.8922854E-02,3.18652E+00
3.8923776E-02,3.18652E+00
3.8924698E-02,3.16699E+00
3.8925619E-02,3.17676E+00
3.8926541E-02,3.17676E+00
3.8927462E-02,3.16699E+00
3.8928384E-02,3.17676E+00
3.8929306E-02,3.14746E+00
3.8930227E-02,3.18652E+00
3.8931149E-02,3.23535E+00
3.8932070E-02,3.20605E+00
3.8932992E-02,3.24512E+00
3.8933914E-02,3.26465E+00
3.8934835E-02,3.27441E+00
3.8935757E-02,3.23535E+00
3.8936678E-02,3.23535E+00
3.8937600E-02,3.26465E+00
3.8938522E-02,3.21582E+00
3.8939443E-02,3.23535E+00
3.8940365E-02,3.25488E+00
3.8941286E-02,3.25488E+00
3.8942208E-02,3.28418E+00
3.8943130E-02,3.25488E+00
3.8944051E-02,3.27441E+00
3.8944973E-02,3.25488E+00
3.8945894E-02,3.26465E+00
3.8946816E-02,3.27441E+00
3.8947738E-02,3.25488E+00
3.8948659E-02,3.28418E+00
3.8949581E-02,3.26465E+00
3.8950502E-02,3.25488E+00
3.8951424E-02,3.30371E+00
3.8952346E-02,3.27441E+00
3.8953267E-02,3.31348E+00
3.8954189E-02,3.29395E+00
3.8955110E-02,3.31348E+00
3.8956032E-02,3.31348E+00
3.8956954E-02,3.30371E+00
3.8957875E-02,3.27441E+00
3.8958797E-02,3.26465E+00
3.8959718E-02,3.31348E+00
3.8960640E-02,3.30371E+00
3.8961562E-02,3.31348E+00
3.8962483E-02,3.36230E+00
3.8963405E-02,3.31348E+00
3.8964326E-02,3.33301E+00
3.8965248E-02,3.36230E+00
3.8966170E-02,3.33301E+00
3.8967091E-02,3.36230E+00
3.8968013E-02,3.32324E+00
3.8968934E-02,3.37207E+00
3.8969856E-02,3.36230E+00
3.8970778E-02,3.35254E+00
3.8971699E-02,3.35254E+00
3.8972621E-02,3.33301E+00
3.8973542E-02,3.36230E+00
3.8974464E-02,3.33301E+00
3.8975386E-02,3.37207E+00
3.8976307E-02,3.39160E+00
3.8977229E-02,3.36230E+00
3.8978150E-02,3.40137E+00
3.8979072E-02,3.35254E+00
3.8979994E-02,3.38184E+00
3.8980915E-02,3.40137E+00
3.8981837E-02,3.40137E+00
3.8982758E-02,3.38184E+00
3.8983680E-02,3.41113E+00
3.8984602E-02,3.42090E+00
3.8985523E-02,3.39160E+00
3.8986445E-02,3.36230E+00
3.8987366E-02,3.38184E+00
3.8988288E-02,3.38184E+00
3.8989210E-02,3.45020E+00
3.8990131E-02,3.45020E+00
3.8991053E-02,3.41113E+00
3.8991974E-02,3.41113E+00
3.8992896E-02,3.43066E+00
3.8993818E-02,3.46973E+00
3.8994739E-02,3.45020E+00
3.8995661E-02,3.44043E+00
3.8996582E-02,3.45996E+00
3.8997504E-02,3.45020E+00
3.8998426E-02,3.45996E+00
3.8999347E-02,3.44043E+00
3.9000269E-02,3.43066E+00
3.9001190E-02,3.45996E+00
3.9002112E-02,3.45996E+00
3.9003034E-02,3.45996E+00
3.9003955E-02,3.45996E+00
3.9004877E-02,3.47949E+00
3.9005798E-02,3.46973E+00
3.9006720E-02,3.46973E+00
3.9007642E-02,3.46973E+00
3.9008563E-02,3.48926E+00
3.9009485E-02,3.47949E+00
3.9010406E-02,3.49902E+00
3.9011328E-02,3.46973E+00
3.9012250E-02,3.47949E+00
3.9013171E-02,3.48926E+00
3.9014093E-02,3.52832E+00
3.9015014E-02,3.49902E+00
3.9015936E-02,3.45996E+00
3.9016858E-02,3.46973E+00
3.9017779E-02,3.43066E+00
3.9018701E-02,3.46973E+00
3.9019622E-02,3.51855E+00
3.9020544E-02,3.47949E+00
3.9021466E-02,3.54785E+00
3.9022387E-02,3.54785E+00
3.9023309E-02,3.51855E+00
3.9024230E-02,3.54785E+00
3.9025152E-02,3.49902E+00
3.9026074E-02,3.51855E+00
3.9026995E-02,3.54785E+00
3.9027917E-02,3.53809E+00
3.9028838E-02,3.55762E+00
3.9029760E-02,3.55762E+00
3.9030682E-02,3.57715E+00
3.9031603E-02,3.55762E+00
3.9032525E-02,3.55762E+00
3.9033446E-02,3.54785E+00
3.9034368E-02,3.52832E+00
3.9035290E-02,3.56738E+00
3.9036211E-02,3.56738E+00
3.9037133E-02,3.57715E+00
3.9038054E-02,3.56738E+00
3.9038976E-02,3.54785E+00
3.9039898E-02,3.55762E+00
3.9040819E-02,3.57715E+00
3.9041741E-02,3.58691E+00
3.9042662E-02,3.59668E+00
3.9043584E-02,3.62598E+00
3.9044506E-02,3.57715E+00
3.9045427E-02,3.60645E+00
3.9046349E-02,3.58691E+00
3.9047270E-02,3.54785E+00
3.9048192E-02,3.60645E+00
3.9049114E-02,3.61621E+00
3.9050035E-02,3.66504E+00
3.9050957E-02,3.60645E+00
3.9051878E-02,3.58691E+00
3.9052800E-02,3.62598E+00
3.9053722E-02,3.61621E+00
3.9054643E-02,3.60645E+00
3.9055565E-02,3.60645E+00
3.9056486E-02,3.61621E+00
3.9057408E-02,3.61621E+00
3.9058330E-02,3.60645E+00
3.9059251E-02,3.59668E+00
3.9060173E-02,3.64551E+00
3.9061094E-02,3.63574E+00
3.9062016E-02,3.67480E+00
3.9062938E-02,3.64551E+00
3.9063859E-02,3.64551E+00
3.9064781E-02,3.68457E+00
3.9065702E-02,3.65527E+00
3.9066624E-02,3.64551E+00
3.9067546E-02,3.64551E+00
3.9068467E-02,3.64551E+00
3.9069389E-02,3.67480E+00
3.9070310E-02,3.63574E+00
3.9071232E-02,3.67480E+00
3.9072154E-02,3.65527E+00
3.9073075E-02,3.67480E+00
3.9073997E-02,3.67480E+00
3.9074918E-02,3.64551E+00
3.9075840E-02,3.65527E+00
3.9076762E-02,3.68457E+00
3.9077683E-02,3.69434E+00
3.9078605E-02,3.68457E+00
3.9079526E-02,3.71387E+00
3.9080448E-02,3.72363E+00
3.9081370E-02,3.71387E+00
3.9082291E-02,3.71387E+00
3.9083213E-02,3.73340E+00
3.9084134E-02,3.67480E+00
3.9085056E-02,3.71387E+00
3.9085978E-02,3.71387E+00
3.9086899E-02,3.71387E+00
3.9087821E-02,3.70410E+00
3.9088742E-02,3.68457E+00
3.9089664E-02,3.70410E+00
3.9090586E-02,3.70410E+00
3.9091507E-02,3.72363E+00
3.9092429E-02,3.71387E+00
3.9093350E-02,3.70410E+00
3.9094272E-02,3.71387E+00
3.9095194E-02,3.71387E+00
3.9096115E-02,3.69434E+00
3.9097037E-02,3.74316E+00
3.9097958E-02,3.73340E+00
3.9098880E-02,3.74316E+00
3.9099802E-02,3.72363E+00
3.9100723E-02,3.72363E+00
3.9101645E-02,3.72363E+00
3.9102566E-02,3.74316E+00
3.9103488E-02,3.73340E+00
3.9104410E-02,3.72363E+00
3.9105331E-02,3.72363E+00
3.9106253E-02,3.71387E+00
3.9107174E-02,3.72363E+00
3.9108096E-02,3.78223E+00
3.9109018E-02,3.76270E+00
3.9109939E-02,3.78223E+00
3.9110861E-02,3.80176E+00
3.9111782E-02,3.78223E+00
3.9112704E-02,3.78223E+00
3.9113626E-02,3.80176E+00
3.9114547E-02,3.77246E+00
3.9115469E-02,3.78223E+00
3.9116390E-02,3.77246E+00
3.9117312E-02,3.81152E+00
3.9118234E-02,3.80176E+00
3.9119155E-02,3.81152E+00
3.9120077E-02,3.79199E+00
3.9120998E-02,3.79199E+00
3.9121920E-02,3.81152E+00
3.9122842E-02,3.79199E+00
3.9123763E-02,3.79199E+00
3.9124685E-02,3.81152E+00
3.9125606E-02,3.77246E+00
3.9126528E-02,3.82129E+00
3.9127450E-02,3.76270E+00
3.9128371E-02,3.80176E+00
3.9129293E-02,3.80176E+00
3.9130214E-02,3.83105E+00
3.9131136E-02,3.81152E+00
3.9132058E-02,3.80176E+00
3.9132979E-02,3.82129E+00
3.9133901E-02,3.81152E+00
3.9134822E-02,3.81152E+00
3.9135744E-02,3.78223E+00
3.9136666E-02,3.76270E+00
3.9137587E-02,3.85059E+00
3.9138509E-02,3.84082E+00
3.9139430E-02,3.85059E+00
3.9140352E-02,3.84082E+00
3.9141274E-02,3.87988E+00
3.9142195E-02,3.85059E+00
3.9143117E-02,3.85059E+00
3.9144038E-02,3.84082E+00
3.9144960E-02,3.86035E+00
3.9145882E-02,3.86035E+00
3.9146803E-02,3.83105E+00
3.9147725E-02,3.85059E+00
3.9148646E-02,3.84082E+00
3.9149568E-02,3.84082E+00
3.9150490E-02,3.86035E+00
3.9151411E-02,3.87012E+00
3.9152333E-02,3.88965E+00
3.9153254E-02,3.83105E+00
3.9154176E-02,3.87012E+00
3.9155098E-02,3.86035E+00
3.9156019E-02,3.85059E+00
3.9156941E-02,3.86035E+00
3.9157862E-02,3.87012E+00
3.9158784E-02,3.87988E+00
3.9159706E-02,3.87012E+00
3.9160627E-02,3.87012E+00
3.9161549E-02,3.86035E+00
3.9162470E-02,3.86035E+00
3.9163392E-02,3.87012E+00
3.9164314E-02,3.87988E+00
3.9165235E-02,3.87012E+00
3.9166157E-02,3.87012E+00
3.9167078E-02,3.84082E+00
3.9168000E-02,3.87012E+00
3.9168922E-02,3.90918E+00
3.9169843E-02,3.92871E+00
3.9170765E-02,3.89941E+00
3.9171686E-02,3.90918E+00
3.9172608E-02,3.92871E+00
3.9173530E-02,3.90918E+00
3.9174451E-02,3.89941E+00
3.9175373E-02,3.89941E+00
3.9176294E-02,3.87012E+00
3.9177216E-02,3.89941E+00
3.9178138E-02,3.88965E+00
3.9179059E-02,3.92871E+00
3.9179981E-02,3.92871E+00
3.9180902E-02,3.90918E+00
3.9181824E-02,3.90918E+00
3.9182746E-02,3.90918E+00
3.9183667E-02,3.89941E+00
3.9184589E-02,3.93848E+00
